,NUMBER,NAME,Latitude,Longitude,ALTITUDE,COUNTRY,REGION,PROVINCE,CANTON,DISTRICT,USE DATA,Jan_High,Feb_High,Mar_High,Apr_High,May_High,Jun_High,Jul_High,Aug_High,Sep_High,Oct_High,Nov_High,Dec_High,Jan_Mean,Feb_Mean,Mar_Mean,Apr_Mean,May_Mean,Jun_Mean,Jul_Mean,Aug_Mean,Sep_Mean,Oct_Mean,Nov_Mean,Dec_Mean,Jan_Low,Feb_Low,Mar_Low,Apr_Low,May_Low,Jun_Low,Jul_Low,Aug_Low,Sep_Low,Oct_Low,Nov_Low,Dec_Low,Jan_Rainfall,Feb_Rainfall,Mar_Rainfall,Apr_Rainfall,May_Rainfall,Jun_Rainfall,Jul_Rainfall,Aug_Rainfall,Sep_Rainfall,Oct_Rainfall,Nov_Rainfall,Dec_Rainfall,Avg_High,Avg_Mean,Avg_Low,Annual_Rainfall
44,98089.0,"Coopeagri,  el hoyon, p.z",9.35778,-83.72,680.0,Costa rica,South pacific,San jose,Perez zeledon,San isidro,San isidro,28.0,29.0,29.0,29.0,28.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,24.0,24.0,24.0,24.0,24.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,20.0,20.0,21.0,21.0,44.5,32.7,28.4,69.6,149.8,169.4,162.1,165.5,169.6,178.2,152.0,84.4,27.666666666666668,23.416666666666668,20.833333333333332,1406.2
45,98091.0,"Chirripo,",9.45833,-83.50833,3440.0,Costa rica,South pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,98095.0,"Altamira,",9.02939,-83.00797,1370.0,Costa rica,South pacific,Puntarenas,,,San vito,26.0,27.0,27.0,27.0,25.0,25.0,24.0,24.0,24.0,24.0,24.0,25.0,21.0,22.0,22.0,22.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,16.0,16.0,17.0,18.0,18.0,17.0,17.0,17.0,17.0,17.0,17.0,16.0,37.9,24.7,25.6,71.6,169.5,192.2,189.8,200.8,201.0,206.6,179.8,82.6,25.166666666666668,20.75,16.916666666666668,1582.0999999999997
47,98097.0,"Montecarlo, pz",9.35778,-83.60083,1005.0,Costa rica,South pacific,San jose,Perez zeledon,Daniel flores,Daniel flores,28.0,29.0,29.0,29.0,28.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,24.0,24.0,25.0,25.0,24.0,24.0,24.0,24.0,23.0,23.0,23.0,24.0,21.0,21.0,21.0,22.0,22.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,44.2,32.3,28.2,69.9,151.5,171.6,164.9,168.4,172.2,180.8,154.2,84.6,27.666666666666668,23.916666666666668,21.166666666666668,1422.8
48,98105.0,"Planta de volcan, buenos aires",9.20417,-83.45069,416.0,Costa rica,South pacific,Puntarenas,Buenos aires,Buenos aires,Buenos aires,30.0,31.0,31.0,31.0,30.0,29.0,29.0,29.0,29.0,28.0,28.0,29.0,25.0,26.0,26.0,26.0,26.0,25.0,25.0,25.0,25.0,24.0,25.0,25.0,22.0,22.0,22.0,23.0,23.0,23.0,23.0,22.0,22.0,22.0,22.0,22.0,43.8,31.4,28.1,71.0,156.9,178.2,172.8,178.9,181.0,188.2,162.9,85.2,29.5,25.25,22.333333333333332,1478.4
49,100611.0,"Corcovado,  sirena",8.48333,-83.6,3.0,Costa rica,South pacific,Puntarenas,,,Golfito,32.0,33.0,33.0,32.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,30.0,27.0,28.0,29.0,28.0,27.0,26.0,26.0,26.0,26.0,25.0,26.0,26.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,23.0,23.0,23.0,23.0,23.0,33.3,20.8,23.4,72.1,176.8,199.0,197.5,210.6,214.2,218.2,184.0,79.0,30.583333333333332,26.666666666666668,23.416666666666668,1628.9
50,100633.0,"Finca el patio, puerto jimenez",8.60056,-83.43083,8.0,Costa rica,South pacific,Puntarenas,,,Golfito,32.0,33.0,33.0,32.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,30.0,27.0,28.0,29.0,28.0,27.0,26.0,26.0,26.0,26.0,25.0,26.0,26.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,23.0,23.0,23.0,23.0,23.0,33.3,20.8,23.4,72.1,176.8,199.0,197.5,210.6,214.2,218.2,184.0,79.0,30.583333333333332,26.666666666666668,23.416666666666668,1628.9
51,100641.0,"Coopeagropal, laurel",8.47139,-82.86056,16.0,Costa rica,South pacific,Puntarenas,,,Corredor,32.0,33.0,33.0,32.0,31.0,30.0,30.0,30.0,30.0,29.0,30.0,31.0,27.0,28.0,29.0,28.0,27.0,27.0,26.0,26.0,26.0,26.0,26.0,26.0,22.0,23.0,24.0,24.0,24.0,24.0,23.0,23.0,23.0,23.0,23.0,22.0,34.2,20.9,24.0,72.2,176.2,199.4,198.1,210.9,212.2,217.1,186.6,80.4,30.916666666666668,26.833333333333332,23.166666666666668,1632.1999999999998
52,100643.0,"Rio claro,",8.67472,-83.06194,45.0,Costa rica,South pacific,Puntarenas,,,Golfito,32.0,33.0,33.0,32.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,30.0,27.0,28.0,29.0,28.0,27.0,26.0,26.0,26.0,26.0,25.0,26.0,26.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,23.0,23.0,23.0,23.0,23.0,33.3,20.8,23.4,72.1,176.8,199.0,197.5,210.6,214.2,218.2,184.0,79.0,30.583333333333332,26.666666666666668,23.416666666666668,1628.9
53,100649.0,"Fundacion neotropica, rincon de osa",8.70081,-83.51372,80.0,Costa rica,South pacific,Puntarenas,,,Golfito,32.0,33.0,33.0,32.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,30.0,27.0,28.0,29.0,28.0,27.0,26.0,26.0,26.0,26.0,25.0,26.0,26.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,23.0,23.0,23.0,23.0,23.0,33.3,20.8,23.4,72.1,176.8,199.0,197.5,210.6,214.2,218.2,184.0,79.0,30.583333333333332,26.666666666666668,23.416666666666668,1628.9
54,100651.0,"Coto 49, ciudad neily",8.63131,-82.96697,28.0,Costa rica,South pacific,Puntarenas,,,Corredor,32.0,33.0,33.0,32.0,31.0,30.0,30.0,30.0,30.0,29.0,30.0,31.0,27.0,28.0,29.0,28.0,27.0,27.0,26.0,26.0,26.0,26.0,26.0,26.0,22.0,23.0,24.0,24.0,24.0,24.0,23.0,23.0,23.0,23.0,23.0,22.0,34.2,20.9,24.0,72.2,176.2,199.4,198.1,210.9,212.2,217.1,186.6,80.4,30.916666666666668,26.833333333333332,23.166666666666668,1632.1999999999998
55,100653.0,Greg gund,8.41131,-83.32039,261.0,Costa rica,South pacific,Puntarenas,,,Golfito,32.0,33.0,33.0,32.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,30.0,27.0,28.0,29.0,28.0,27.0,26.0,26.0,26.0,26.0,25.0,26.0,26.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,23.0,23.0,23.0,23.0,23.0,33.3,20.8,23.4,72.1,176.8,199.0,197.5,210.6,214.2,218.2,184.0,79.0,30.583333333333332,26.666666666666668,23.416666666666668,1628.9
56,100655.0,Sitio arqueologico las esferas,8.91041,-83.47917,8.0,Costa rica,South pacific,Puntarenas,,,Ciudad cortés,32.0,33.0,33.0,32.0,31.0,31.0,31.0,31.0,30.0,30.0,30.0,31.0,28.0,29.0,29.0,29.0,28.0,27.0,27.0,27.0,27.0,27.0,27.0,28.0,25.0,25.0,26.0,26.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,39.3,26.3,25.9,72.9,169.9,192.0,189.0,195.9,199.4,205.9,172.6,83.9,31.25,27.75,25.25,1573.0
57,69721.0,Hidroelectrica rio general,10.20358,-83.93319,515.0,Costa rica,North caribbean,Limon,Pococi,,Dulce nombre de jesus,27.0,27.0,28.0,29.0,28.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,22.0,22.0,23.0,23.0,23.0,23.0,23.0,22.0,22.0,22.0,22.0,22.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,19.0,19.0,19.0,20.0,36.1,24.8,18.7,48.7,124.5,147.9,130.0,136.9,157.4,169.0,121.7,67.3,27.333333333333332,22.416666666666668,19.5,1183.0
58,71015.0,"Canta gallo,",10.49667,-83.67444,20.0,Costa rica,North caribbean,Limon,Pococi,Cata gallo,Guapiles,29.0,30.0,31.0,31.0,31.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,23.0,23.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,51.4,33.7,23.8,55.2,137.9,169.5,158.6,153.0,164.4,182.0,144.9,90.8,30.166666666666668,26.0,22.916666666666668,1365.2
59,71019.0,Roxana,10.27083,-83.75444,75.0,Costa rica,North caribbean,Limon,,,Guapiles,29.0,30.0,31.0,31.0,31.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,23.0,23.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,51.4,33.7,23.8,55.2,137.9,169.5,158.6,153.0,164.4,182.0,144.9,90.8,30.166666666666668,26.0,22.916666666666668,1365.2
60,71023.0,"Hotel mawamba, tortuguero,",10.55099,-83.50744,10.0,Costa rica,North caribbean,Limon,,,Limon,29.0,29.0,29.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,25.0,24.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,63.2,44.9,32.6,68.9,150.1,180.6,178.5,164.8,161.2,183.9,176.1,112.9,29.75,27.0,24.833333333333332,1517.7
61,73145.0,"Earth, cc.",10.20972,-83.59417,30.0,Costa rica,North caribbean,Limon,,,Pocora,30.0,30.0,31.0,32.0,32.0,31.0,31.0,31.0,31.0,31.0,31.0,30.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,24.0,24.0,24.0,24.0,25.0,25.0,25.0,24.0,24.0,24.0,24.0,25.0,55.8,37.6,26.5,59.4,141.0,172.4,163.6,155.5,163.0,181.9,152.6,97.9,30.916666666666668,27.0,24.333333333333332,1407.2
62,73159.0,"Finca el carmen, siquirres",10.19944,-83.48111,18.0,Costa rica,North caribbean,Limon,,,Siquirres,30.0,30.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,30.0,27.0,26.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,24.0,24.0,24.0,24.0,25.0,25.0,25.0,24.0,24.0,24.0,24.0,25.0,57.2,39.7,28.6,62.5,140.5,168.8,160.6,153.4,159.0,177.4,153.8,99.2,30.75,26.916666666666668,24.333333333333332,1400.7
63,73143.0,Volcan turrialba,10.01917,-83.75639,3343.0,Costa rica,South caribbean,Cartago,,,Turrialba,27.0,27.0,28.0,28.0,28.0,27.0,27.0,27.0,28.0,27.0,27.0,27.0,23.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,20.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,51.9,37.2,28.8,63.8,135.8,157.9,148.4,147.2,153.0,166.6,143.1,89.6,27.333333333333332,22.916666666666668,19.833333333333332,1323.2999999999997
64,73149.0,"Maravilla , juan viñas",9.89611,-83.74806,1181.0,Costa rica,South caribbean,Cartago,,,Turrialba,27.0,27.0,28.0,28.0,28.0,27.0,27.0,27.0,28.0,27.0,27.0,27.0,23.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,20.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,51.9,37.2,28.8,63.8,135.8,157.9,148.4,147.2,153.0,166.6,143.1,89.6,27.333333333333332,22.916666666666668,19.833333333333332,1323.2999999999997
65,73151.0,Turrialba centro,9.91006,-83.67901,630.0,Costa rica,South caribbean,Cartago,,,Turrialba,27.0,27.0,28.0,28.0,28.0,27.0,27.0,27.0,28.0,27.0,27.0,27.0,23.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,20.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,51.9,37.2,28.8,63.8,135.8,157.9,148.4,147.2,153.0,166.6,143.1,89.6,27.333333333333332,22.916666666666668,19.833333333333332,1323.2999999999997
66,73155.0,"Sitio matas, turrialba,",9.87944,-83.62588,800.0,Costa rica,South caribbean,Cartago,,,Turrialba,27.0,27.0,28.0,28.0,28.0,27.0,27.0,27.0,28.0,27.0,27.0,27.0,23.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,20.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,51.9,37.2,28.8,63.8,135.8,157.9,148.4,147.2,153.0,166.6,143.1,89.6,27.333333333333332,22.916666666666668,19.833333333333332,1323.2999999999997
67,73167.0,"Monumento nacional guayabo, turrialba",9.96954,-83.69043,1107.0,Costa rica,South caribbean,Cartago,,,Turrialba,27.0,27.0,28.0,28.0,28.0,27.0,27.0,27.0,28.0,27.0,27.0,27.0,23.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,20.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,51.9,37.2,28.8,63.8,135.8,157.9,148.4,147.2,153.0,166.6,143.1,89.6,27.333333333333332,22.916666666666668,19.833333333333332,1323.2999999999997
68,81005.0,"Aerop. limon,",9.96222,-83.02472,5.0,Costa rica,South caribbean,Limon,,,Limon,29.0,29.0,29.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,25.0,24.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,63.2,44.9,32.6,68.9,150.1,180.6,178.5,164.8,161.2,183.9,176.1,112.9,29.75,27.0,24.833333333333332,1517.7
69,83007.0,"Maria luisa, rio banano, limon",9.89419,-83.10714,66.0,Costa rica,South caribbean,Limon,,,Limon,29.0,29.0,29.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,25.0,24.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,63.2,44.9,32.6,68.9,150.1,180.6,178.5,164.8,161.2,183.9,176.1,112.9,29.75,27.0,24.833333333333332,1517.7
70,85021.0,"Hitoy cerere,",9.67833,-83.02028,170.0,Costa rica,South caribbean,Limon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,85023.0,"Manzanillo,",9.63146,-82.66095,80.0,Costa rica,South caribbean,Limon,,,Limon,29.0,29.0,29.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,25.0,24.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,63.2,44.9,32.6,68.9,150.1,180.6,178.5,164.8,161.2,183.9,176.1,112.9,29.75,27.0,24.833333333333332,1517.7
72,85025.0,"Puerto vargas minae,",9.73144,-82.81523,11.0,Costa rica,South caribbean,Limon,,,Limon,29.0,29.0,29.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,25.0,24.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,63.2,44.9,32.6,68.9,150.1,180.6,178.5,164.8,161.2,183.9,176.1,112.9,29.75,27.0,24.833333333333332,1517.7
73,87013.0,Sixaola,9.5275,-82.63389,10.0,Costa rica,South caribbean,Limon,,,Sixaola,29.0,29.0,30.0,30.0,30.0,30.0,29.0,30.0,30.0,29.0,29.0,29.0,26.0,26.0,26.0,27.0,27.0,27.0,26.0,26.0,26.0,26.0,26.0,26.0,22.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0,59.1,38.3,32.4,75.8,169.8,204.1,213.1,196.1,181.2,200.5,204.2,116.2,29.5,26.25,23.583333333333332,1690.8000000000002
74,,,10.19194,-84.39306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,10.40333,-84.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,10.28778,-84.38278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,10.36083,-84.50833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,11.03167,-84.71167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,10.98306,-85.34722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,10.30861,-83.94417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,10.89194,-84.78806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,10.88083,-85.0725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,10.48333,-84.01667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,10.46444,-84.44694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,10.17444,-84.49694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,10.64417,-84.38194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,10.41594,-84.15808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,10.77375,-84.67516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,10.44472,-84.31528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,10.46778,-84.64722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,9.83361,-83.97083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,9.80528,-83.8725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,9.91,-83.78472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,9.89528,-83.75667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,9.85222,-83.90861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,9.8945,-83.93873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,9.97987,-83.83782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,9.90255,-83.88576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,10.02194,-84.11167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,9.94528,-83.92167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,9.9,-84.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,9.93639,-84.04528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,9.93795,-84.06968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,9.99068,-84.2147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,10.005,-84.26556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,10.13733,-84.1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,10.00528,-84.29583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,9.95659,-84.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,10.03333,-84.16583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,9.975,-84.18556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,9.92278,-84.05917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,9.92028,-84.27278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,9.96861,-83.97128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,9.83678,-84.05503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,10.18917,-84.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,9.93558,-84.37981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,10.07153,-84.39961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
